2025-09-06 19:55:45.550 | INFO     | __main__:main:17 - Starting portfolio analysis...
2025-09-06 19:55:45.551 | INFO     | __main__:main:20 - ============================================================
2025-09-06 19:55:45.551 | INFO     | __main__:main:21 - STEP 1: CALCULATING PORTFOLIO WEIGHTS
2025-09-06 19:55:45.552 | INFO     | __main__:main:22 - ============================================================
2025-09-06 19:55:45.552 | INFO     | src.config:__init__:21 - Start checking for validity of paths to configuration files.
2025-09-06 19:55:45.552 | INFO     | src.config:__init__:24 - All file paths have been validated successfully.
2025-09-06 19:55:45.557 | INFO     | src.config:_load_tickers_data:46 - Successfully loaded tickers data from YAML file
2025-09-06 19:55:45.557 | INFO     | src.config:get_portfolios:65 - Retrieved 2 portfolios
2025-09-06 19:55:45.557 | INFO     | src.creating_portfolio.calculate_weights_portfolio:__init__:22 - Loading market capitalization data...
2025-09-06 19:55:47.082 | INFO     | src.creating_portfolio.calculate_weights_portfolio:calculate_all_portfolios_weights:143 - Calculating weights for all portfolios
2025-09-06 19:55:47.082 | INFO     | src.creating_portfolio.calculate_weights_portfolio:calculate_portfolio_weights:49 - Calculating weights based on market capitalization for portfolio 'portfolio_1'
2025-09-06 19:55:47.082 | INFO     | src.config:get_portfolio_tickers:102 - Retrieved 12 tickers for portfolio 'portfolio_1'
2025-09-06 19:55:47.082 | INFO     | src.creating_portfolio.calculate_weights_portfolio:_calculate_capitalization_weights:108 - Calculating capitalization-based weights for portfolio 'portfolio_1' with 12 tickers
2025-09-06 19:55:47.087 | INFO     | src.creating_portfolio.calculate_weights_portfolio:_calculate_capitalization_weights:130 - Portfolio 'portfolio_1' weights calculated: 12 tickers
2025-09-06 19:55:47.087 | INFO     | src.creating_portfolio.calculate_weights_portfolio:_calculate_capitalization_weights:131 - Total portfolio capitalization: 20,580,043,405,554 rub.
2025-09-06 19:55:47.087 | INFO     | src.creating_portfolio.calculate_weights_portfolio:calculate_portfolio_weights:45 - Using predefined weights for portfolio 'portfolio_2'
2025-09-06 19:55:47.087 | INFO     | src.config:get_portfolio_tickers:102 - Retrieved 12 tickers for portfolio 'portfolio_2'
2025-09-06 19:55:47.087 | INFO     | src.config:get_portfolio_weights:127 - Retrieved 12 weights for portfolio 'portfolio_2'
2025-09-06 19:55:47.087 | INFO     | src.creating_portfolio.calculate_weights_portfolio:_validate_and_normalize_weights:89 - Portfolio 'portfolio_2' weights normalized: 12 tickers
2025-09-06 19:55:47.088 | INFO     | src.creating_portfolio.calculate_weights_portfolio:_validate_and_normalize_weights:90 - Total weight before normalization: 1.0000
2025-09-06 19:55:47.088 | INFO     | src.creating_portfolio.calculate_weights_portfolio:calculate_all_portfolios_weights:154 - Successfully calculated weights for 2 portfolios
2025-09-06 19:55:47.089 | INFO     | __main__:main:31 - ============================================================
2025-09-06 19:55:47.089 | INFO     | __main__:main:32 - STEP 2: DOWNLOADING QUOTATIONS
2025-09-06 19:55:47.089 | INFO     | __main__:main:33 - ============================================================
2025-09-06 19:55:47.090 | INFO     | src.config:__init__:21 - Start checking for validity of paths to configuration files.
2025-09-06 19:55:47.090 | INFO     | src.config:__init__:24 - All file paths have been validated successfully.
2025-09-06 19:55:47.093 | INFO     | src.config:_load_tickers_data:46 - Successfully loaded tickers data from YAML file
2025-09-06 19:55:47.093 | INFO     | src.config:get_portfolios:65 - Retrieved 2 portfolios
2025-09-06 19:55:47.096 | INFO     | src.config:get_start_date:176 - Retrieved start date: 2015-01-01
2025-09-06 19:55:47.096 | INFO     | src.quotation_data:get_all_portfolios_quotations:109 - Loading quotations for all portfolios
2025-09-06 19:55:47.096 | INFO     | src.quotation_data:get_portfolio_quotations:71 - Loading quotations for portfolio 'portfolio_1' with 12 tickers
2025-09-06 19:55:52.706 | INFO     | src.loading_quotations.moex:load_ticker_data:238 - Successfully loaded data for ticker ROSN from moexalgo
2025-09-06 19:55:52.711 | INFO     | src.quotation_data:_process_dataframe:53 - Processed 2722 trading days for ticker ROSN (from 2015-01-01)
2025-09-06 19:55:52.711 | INFO     | src.quotation_data:get_portfolio_quotations:91 - Successfully loaded data for ROSN: 2722 records
2025-09-06 20:00:34.557 | INFO     | __main__:main:17 - Starting portfolio analysis...
2025-09-06 20:00:34.558 | INFO     | __main__:main:20 - ============================================================
2025-09-06 20:00:34.558 | INFO     | __main__:main:21 - STEP 1: CALCULATING PORTFOLIO WEIGHTS
2025-09-06 20:00:34.558 | INFO     | __main__:main:22 - ============================================================
2025-09-06 20:00:34.558 | INFO     | src.config:__init__:21 - Start checking for validity of paths to configuration files.
